Size,Seq,Par,Libc
4000, 0.000328, 0.011414, 0.000288
4000, 0.000309, 0.010139, 0.000278
4000, 0.000314, 0.010609, 0.000283
4000, 0.000308, 0.013382, 0.000282
4000, 0.000308, 0.010974, 0.000291
4000, 0.000314, 0.011511, 0.000279
4000, 0.000307, 0.010091, 0.000277
4000, 0.000318, 0.010016, 0.000279
4000, 0.000310, 0.007886, 0.000300
4500, 0.000356, 0.014123, 0.000318
4500, 0.000356, 0.014790, 0.000323
4500, 0.000355, 0.014469, 0.000324
4500, 0.000354, 0.015148, 0.000319
4500, 0.000357, 0.012021, 0.000330
4500, 0.000359, 0.015410, 0.000323
4500, 0.000355, 0.013076, 0.000321
4500, 0.000356, 0.016195, 0.000322
4500, 0.000361, 0.012956, 0.000324
4500, 0.000368, 0.012345, 0.000321
5000, 0.000395, 0.012807, 0.000374
5000, 0.000394, 0.011365, 0.000354
5000, 0.000396, 0.012640, 0.000358
5000, 0.000416, 0.010339, 0.000354
5000, 0.000381, 0.012744, 0.000354
5000, 0.000400, 0.012613, 0.000376
5000, 0.000393, 0.011662, 0.000352
5000, 0.000393, 0.011017, 0.000361
5000, 0.000396, 0.008188, 0.000373
5000, 0.000405, 0.011401, 0.000355
5500, 0.000437, 0.009332, 0.000413
5500, 0.000434, 0.009378, 0.000418
5500, 0.000478, 0.008220, 0.000418
5500, 0.000450, 0.011013, 0.000397
5500, 0.000441, 0.008129, 0.000427
5500, 0.000440, 0.011329, 0.000392
5500, 0.000452, 0.009084, 0.000392
5500, 0.000441, 0.010480, 0.000397
5500, 0.000434, 0.009415, 0.000402
5500, 0.000434, 0.009354, 0.000396
6000, 0.000493, 0.012718, 0.000451
6000, 0.000481, 0.012834, 0.000465
6000, 0.000490, 0.014876, 0.000429
6000, 0.000482, 0.013276, 0.000427
6000, 0.000481, 0.013933, 0.000431
6000, 0.000485, 0.011913, 0.000431
6000, 0.000481, 0.009121, 0.000438
6000, 0.000481, 0.012861, 0.000429
6000, 0.000486, 0.014002, 0.000428
6000, 0.000481, 0.012288, 0.000427
6500, 0.000579, 0.013858, 0.000478
6500, 0.000516, 0.012052, 0.000476
6500, 0.000517, 0.016074, 0.000482
6500, 0.000514, 0.014205, 0.000479
6500, 0.000513, 0.013529, 0.000496
6500, 0.000499, 0.015169, 0.000484
6500, 0.000514, 0.013288, 0.000476
6500, 0.000511, 0.015630, 0.000476
6500, 0.000511, 0.014349, 0.000473
6500, 0.000514, 0.015381, 0.000484
7000, 0.000570, 0.014888, 0.000510
7000, 0.000562, 0.008907, 0.000507
7000, 0.000569, 0.011992, 0.000523
7000, 0.000562, 0.014201, 0.000520
7000, 0.000562, 0.012478, 0.000511
7000, 0.000570, 0.018481, 0.000526
7000, 0.000577, 0.013885, 0.000520
7000, 0.000571, 0.016429, 0.000521
7000, 0.000576, 0.013889, 0.000511
7000, 0.000578, 0.018725, 0.000512
7500, 0.000610, 0.010439, 0.000592
7500, 0.000614, 0.010603, 0.000589
7500, 0.000608, 0.010253, 0.000593
7500, 0.000604, 0.010009, 0.000611
7500, 0.000605, 0.013055, 0.000576
7500, 0.000606, 0.011407, 0.000559
7500, 0.000608, 0.010005, 0.000576
7500, 0.000603, 0.012193, 0.000561
7500, 0.000607, 0.013704, 0.000561
7500, 0.000628, 0.009487, 0.000566
8000, 0.000651, 0.013215, 0.000601
8000, 0.000678, 0.015415, 0.000669
8000, 0.000649, 0.017346, 0.000596
8000, 0.000653, 0.015123, 0.000598
8000, 0.000646, 0.012771, 0.000596
8000, 0.000651, 0.016297, 0.000594
8000, 0.000657, 0.016059, 0.000599
8000, 0.000651, 0.016499, 0.000596
8000, 0.000650, 0.016447, 0.000595
8000, 0.000650, 0.017182, 0.000602
8500, 0.000686, 0.013325, 0.000642
8500, 0.000710, 0.012704, 0.000657
8500, 0.000705, 0.014393, 0.000651
8500, 0.000734, 0.011760, 0.000653
8500, 0.000741, 0.015756, 0.000651
8500, 0.000709, 0.011476, 0.000644
8500, 0.000713, 0.013639, 0.000659
8500, 0.000728, 0.012958, 0.000662
8500, 0.000748, 0.010459, 0.000646
8500, 0.000715, 0.015728, 0.000651
9000, 0.000783, 0.015079, 0.000678
9000, 0.000772, 0.017533, 0.000700
9000, 0.000748, 0.010846, 0.000702
9000, 0.000789, 0.013641, 0.000864
9000, 0.000807, 0.018004, 0.000705
9000, 0.000753, 0.015796, 0.000691
9000, 0.000757, 0.014795, 0.000724
9000, 0.000809, 0.009741, 0.000748
9000, 0.000846, 0.019842, 0.000687
9000, 0.000762, 0.017606, 0.000698
9500, 0.000857, 0.018865, 0.000782
9500, 0.000817, 0.011614, 0.000754
9500, 0.000841, 0.017608, 0.000764
9500, 0.000824, 0.012646, 0.000741
9500, 0.000789, 0.015809, 0.000746
9500, 0.000826, 0.012525, 0.000757
9500, 0.000797, 0.014461, 0.000755
9500, 0.000818, 0.017714, 0.000759
9500, 0.000807, 0.011158, 0.000738
9500, 0.000831, 0.016928, 0.000758
10000, 0.000903, 0.013245, 0.000755
10000, 0.000862, 0.012228, 0.000774
10000, 0.000881, 0.012482, 0.000776
10000, 0.000887, 0.010632, 0.000758
10000, 0.000841, 0.013901, 0.000752
10000, 0.000851, 0.014105, 0.000758
10000, 0.000891, 0.010170, 0.000781
10000, 0.000866, 0.014376, 0.000790
10000, 0.000896, 0.013962, 0.000825
10000, 0.000881, 0.013929, 0.000771
10000, 0.000870, 0.012158, 0.000815
10000, 0.000942, 0.014213, 0.000780
10000, 0.000897, 0.013257, 0.000778
10000, 0.000940, 0.010612, 0.000774
10000, 0.000910, 0.013889, 0.000774
10000, 0.000908, 0.012857, 0.000764
10000, 0.000916, 0.015424, 0.000776
10000, 0.000926, 0.013458, 0.000779
10000, 0.000891, 0.014346, 0.000777
10000, 0.000853, 0.014177, 0.000788
15000, 0.001405, 0.010246, 0.001221
15000, 0.001328, 0.016120, 0.001259
15000, 0.001334, 0.014268, 0.001196
15000, 0.001298, 0.012079, 0.001197
15000, 0.001314, 0.016138, 0.001198
15000, 0.001368, 0.017076, 0.001212
15000, 0.001315, 0.015624, 0.001218
15000, 0.001354, 0.016876, 0.001215
15000, 0.001337, 0.018823, 0.001212
15000, 0.001374, 0.015092, 0.001207
20000, 0.001778, 0.015204, 0.001656
20000, 0.001830, 0.016308, 0.001649
20000, 0.001812, 0.014039, 0.001644
20000, 0.001781, 0.011461, 0.001644
20000, 0.001792, 0.014996, 0.001679
20000, 0.001788, 0.014832, 0.001664
20000, 0.001823, 0.017183, 0.001645
20000, 0.001861, 0.014516, 0.001675
20000, 0.001794, 0.014995, 0.001653
20000, 0.001853, 0.012084, 0.001959
25000, 0.002265, 0.019799, 0.002174
25000, 0.002312, 0.019765, 0.002116
25000, 0.002327, 0.010685, 0.002104
25000, 0.002309, 0.018895, 0.002125
25000, 0.002255, 0.016435, 0.002083
25000, 0.002256, 0.018934, 0.002122
25000, 0.002351, 0.019061, 0.002101
25000, 0.002323, 0.019165, 0.002105
25000, 0.002437, 0.017267, 0.002100
25000, 0.002275, 0.017155, 0.002101
30000, 0.002749, 0.020543, 0.002573
30000, 0.002736, 0.020786, 0.002588
30000, 0.002800, 0.013424, 0.002596
30000, 0.002769, 0.014353, 0.002606
30000, 0.002887, 0.013215, 0.002631
30000, 0.002804, 0.017754, 0.002611
30000, 0.003000, 0.018215, 0.002904
30000, 0.003131, 0.015391, 0.002631
30000, 0.003005, 0.016704, 0.002881
30000, 0.002963, 0.025336, 0.003778
35000, 0.003510, 0.016095, 0.003244
35000, 0.003408, 0.018792, 0.003155
35000, 0.003514, 0.016529, 0.003260
35000, 0.003413, 0.015769, 0.003174
35000, 0.003348, 0.016512, 0.003094
35000, 0.003368, 0.015406, 0.003216
35000, 0.003392, 0.016610, 0.003168
35000, 0.003380, 0.017047, 0.003195
35000, 0.003456, 0.015647, 0.003179
35000, 0.003433, 0.016007, 0.003142
40000, 0.003995, 0.018142, 0.003788
40000, 0.004132, 0.018497, 0.003628
40000, 0.004094, 0.017591, 0.003579
40000, 0.003994, 0.016941, 0.003632
40000, 0.003946, 0.018994, 0.003535
40000, 0.003812, 0.019656, 0.003487
40000, 0.003865, 0.019606, 0.003479
40000, 0.003823, 0.019855, 0.003556
40000, 0.004043, 0.018438, 0.003490
40000, 0.003962, 0.018830, 0.003835
45000, 0.004617, 0.016827, 0.004179
45000, 0.004421, 0.017586, 0.005992
45000, 0.005246, 0.019194, 0.004246
45000, 0.004557, 0.021298, 0.004062
45000, 0.004751, 0.016694, 0.004126
45000, 0.004610, 0.018433, 0.004110
45000, 0.004645, 0.013849, 0.004076
45000, 0.004510, 0.016300, 0.004046
45000, 0.004637, 0.017947, 0.004182
45000, 0.004607, 0.012796, 0.004520
50000, 0.005370, 0.020440, 0.004843
50000, 0.005334, 0.019395, 0.004638
50000, 0.005344, 0.018757, 0.004608
50000, 0.005185, 0.015768, 0.004786
50000, 0.005241, 0.018306, 0.004540
50000, 0.005336, 0.019111, 0.004657
50000, 0.005238, 0.017207, 0.004650
50000, 0.005189, 0.015355, 0.004660
50000, 0.005323, 0.021371, 0.004655
50000, 0.005337, 0.018264, 0.004691
55000, 0.005812, 0.016133, 0.005364
55000, 0.005789, 0.017757, 0.005236
55000, 0.005880, 0.018051, 0.005311
55000, 0.005805, 0.019156, 0.005020
55000, 0.005504, 0.016829, 0.005245
55000, 0.005658, 0.015579, 0.005181
55000, 0.005823, 0.018567, 0.005107
55000, 0.005509, 0.019068, 0.005044
55000, 0.005829, 0.018373, 0.005076
55000, 0.005612, 0.017120, 0.005084
60000, 0.005880, 0.018902, 0.005809
60000, 0.005979, 0.020234, 0.005477
60000, 0.005911, 0.018702, 0.005736
60000, 0.005829, 0.019136, 0.005584
60000, 0.005952, 0.019558, 0.005904
60000, 0.006044, 0.020098, 0.005611
60000, 0.005892, 0.020498, 0.005453
60000, 0.005822, 0.018795, 0.005520
60000, 0.005984, 0.016625, 0.005547
60000, 0.010129, 0.027407, 0.005803
65000, 0.006864, 0.019516, 0.005944
65000, 0.006454, 0.019962, 0.006176
65000, 0.006448, 0.016634, 0.005886
65000, 0.006512, 0.021745, 0.006576
65000, 0.006371, 0.018369, 0.006022
65000, 0.006433, 0.018465, 0.005983
65000, 0.006540, 0.019148, 0.006422
65000, 0.006636, 0.017868, 0.006178
65000, 0.006474, 0.018480, 0.005989
65000, 0.006860, 0.021239, 0.005974
70000, 0.007032, 0.019744, 0.006637
70000, 0.007377, 0.021836, 0.006668
70000, 0.007153, 0.020855, 0.006686
70000, 0.007135, 0.018989, 0.006712
70000, 0.007078, 0.015734, 0.007139
70000, 0.007232, 0.019450, 0.006692
70000, 0.007289, 0.020231, 0.006757
70000, 0.007187, 0.022313, 0.006403
70000, 0.006957, 0.020332, 0.006541
70000, 0.007176, 0.021080, 0.006584
75000, 0.007807, 0.022496, 0.007263
75000, 0.007859, 0.020165, 0.007218
75000, 0.007736, 0.017471, 0.007083
75000, 0.007891, 0.018627, 0.007488
75000, 0.008013, 0.021882, 0.007266
75000, 0.007742, 0.019384, 0.007172
75000, 0.007776, 0.019675, 0.006991
75000, 0.008320, 0.018697, 0.007256
75000, 0.007826, 0.021080, 0.006974
75000, 0.007623, 0.021214, 0.007106
80000, 0.008479, 0.018568, 0.007814
80000, 0.008351, 0.017617, 0.007820
80000, 0.008478, 0.019683, 0.007742
80000, 0.008466, 0.021775, 0.007797
80000, 0.008442, 0.016628, 0.007835
80000, 0.008372, 0.015416, 0.007983
80000, 0.008570, 0.017620, 0.007721
80000, 0.008974, 0.019442, 0.008179
80000, 0.009318, 0.031011, 0.008502
80000, 0.009108, 0.022247, 0.008449
85000, 0.009741, 0.023519, 0.008850
85000, 0.009622, 0.021733, 0.008927
85000, 0.009620, 0.018676, 0.009864
85000, 0.009992, 0.026859, 0.010239
85000, 0.009722, 0.041895, 0.010480
85000, 0.009616, 0.023831, 0.008511
85000, 0.009179, 0.024901, 0.008590
85000, 0.009271, 0.022183, 0.008449
85000, 0.009179, 0.017055, 0.008654
85000, 0.008952, 0.021246, 0.008207
90000, 0.009312, 0.017427, 0.008375
90000, 0.009115, 0.019733, 0.008526
90000, 0.009276, 0.018216, 0.008813
90000, 0.009749, 0.017563, 0.008919
90000, 0.009511, 0.019412, 0.008947
90000, 0.009624, 0.019562, 0.009045
90000, 0.009335, 0.019848, 0.008958
90000, 0.009192, 0.018495, 0.008659
90000, 0.009273, 0.020368, 0.009001
90000, 0.009317, 0.019974, 0.008856
95000, 0.009730, 0.021132, 0.010375
95000, 0.011918, 0.021369, 0.009887
95000, 0.010441, 0.020634, 0.009675
95000, 0.010515, 0.021908, 0.009500
95000, 0.010073, 0.025544, 0.010141
95000, 0.010146, 0.027197, 0.010252
95000, 0.010385, 0.023618, 0.009531
95000, 0.010173, 0.022702, 0.009090
95000, 0.009936, 0.024018, 0.009888
95000, 0.010232, 0.021011, 0.009783
100000, 0.010857, 0.018682, 0.010196
100000, 0.011031, 0.017522, 0.009625
100000, 0.010683, 0.020735, 0.009837
100000, 0.010647, 0.020545, 0.009804
100000, 0.010665, 0.014956, 0.009879
100000, 0.010316, 0.017214, 0.010323
100000, 0.010514, 0.022550, 0.009674
100000, 0.010681, 0.018491, 0.009529
100000, 0.010195, 0.017292, 0.009532
100000, 0.010444, 0.020965, 0.009809
100000, 0.010399, 0.017441, 0.009466
100000, 0.010445, 0.017139, 0.010113
100000, 0.011613, 0.032099, 0.009661
100000, 0.010923, 0.021919, 0.010014
100000, 0.010893, 0.020775, 0.009992
100000, 0.010915, 0.023262, 0.010080
100000, 0.011411, 0.020070, 0.010237
100000, 0.010688, 0.019532, 0.010537
100000, 0.010664, 0.019366, 0.010152
100000, 0.010886, 0.020729, 0.009825
150000, 0.016773, 0.020727, 0.015062
150000, 0.016358, 0.023918, 0.014943
150000, 0.016557, 0.019837, 0.016087
150000, 0.016541, 0.024201, 0.015991
150000, 0.016556, 0.021276, 0.015222
150000, 0.017032, 0.021851, 0.015269
150000, 0.017141, 0.021076, 0.015878
150000, 0.017294, 0.019067, 0.016045
150000, 0.017281, 0.020860, 0.015963
150000, 0.017134, 0.019819, 0.015966
200000, 0.022363, 0.023898, 0.020973
200000, 0.022677, 0.020689, 0.021431
200000, 0.022312, 0.023914, 0.020627
200000, 0.022755, 0.023601, 0.022030
200000, 0.022102, 0.023373, 0.021094
200000, 0.022379, 0.021947, 0.021644
200000, 0.023163, 0.023155, 0.020336
200000, 0.021930, 0.019964, 0.020298
200000, 0.023034, 0.024177, 0.021643
200000, 0.022560, 0.022299, 0.020462
250000, 0.027936, 0.025177, 0.025748
250000, 0.027500, 0.022573, 0.025869
250000, 0.027649, 0.021807, 0.027014
250000, 0.027484, 0.023356, 0.025732
250000, 0.027699, 0.021213, 0.027434
250000, 0.029044, 0.021824, 0.027375
250000, 0.029484, 0.026833, 0.026078
250000, 0.028988, 0.022050, 0.027122
250000, 0.027338, 0.022299, 0.027145
250000, 0.028629, 0.023378, 0.025745
300000, 0.034600, 0.020828, 0.034072
300000, 0.036078, 0.023658, 0.031109
300000, 0.034744, 0.023166, 0.033139
300000, 0.033422, 0.023296, 0.031102
300000, 0.033737, 0.025998, 0.032879
300000, 0.034990, 0.024101, 0.030997
300000, 0.034122, 0.024906, 0.033192
300000, 0.033644, 0.024663, 0.031284
300000, 0.034415, 0.025682, 0.031171
300000, 0.034475, 0.025108, 0.033023
350000, 0.040321, 0.024663, 0.037025
350000, 0.040671, 0.023585, 0.036668
350000, 0.040985, 0.027795, 0.038971
350000, 0.041642, 0.022964, 0.036475
350000, 0.039831, 0.024474, 0.038733
350000, 0.042332, 0.027420, 0.036806
350000, 0.039822, 0.023510, 0.038683
350000, 0.042653, 0.025641, 0.037139
350000, 0.039926, 0.026415, 0.037619
350000, 0.040157, 0.023476, 0.038785
400000, 0.046587, 0.022245, 0.042951
400000, 0.046748, 0.026059, 0.042349
400000, 0.047220, 0.027838, 0.045016
400000, 0.048148, 0.025681, 0.041931
400000, 0.045216, 0.042570, 0.045744
400000, 0.046468, 0.025012, 0.043958
400000, 0.047379, 0.026904, 0.042406
400000, 0.045183, 0.026804, 0.043131
400000, 0.047425, 0.026834, 0.046025
400000, 0.046762, 0.025747, 0.043026
450000, 0.053935, 0.022252, 0.048657
450000, 0.051540, 0.023346, 0.051368
450000, 0.054316, 0.023561, 0.051151
450000, 0.055111, 0.026796, 0.048901
450000, 0.052755, 0.026066, 0.049160
450000, 0.051739, 0.026584, 0.052437
450000, 0.054771, 0.024710, 0.051721
450000, 0.053270, 0.025008, 0.058908
450000, 0.050635, 0.024521, 0.049833
450000, 0.053408, 0.027871, 0.048576
500000, 0.061093, 0.027744, 0.057158
500000, 0.061039, 0.034889, 0.059853
500000, 0.062473, 0.027649, 0.056262
500000, 0.061126, 0.026052, 0.056173
500000, 0.061048, 0.048309, 0.055173
500000, 0.061229, 0.029020, 0.054314
500000, 0.060825, 0.030225, 0.054533
500000, 0.058174, 0.027528, 0.057891
500000, 0.062626, 0.030187, 0.054368
500000, 0.061583, 0.029599, 0.054421
550000, 0.064573, 0.025113, 0.063935
550000, 0.067780, 0.025960, 0.063758
550000, 0.066090, 0.027401, 0.062864
550000, 0.068568, 0.033863, 0.067825
550000, 0.066697, 0.028502, 0.063191
550000, 0.067319, 0.024708, 0.063614
550000, 0.064396, 0.026534, 0.064501
550000, 0.063280, 0.030984, 0.061534
550000, 0.062819, 0.032341, 0.062474
550000, 0.064684, 0.029064, 0.063211
600000, 0.071624, 0.052652, 0.086901
600000, 0.088393, 0.039767, 0.076623
600000, 0.073727, 0.029052, 0.070713
600000, 0.074260, 0.026004, 0.070470
600000, 0.074213, 0.030944, 0.067694
600000, 0.069401, 0.029830, 0.083403
600000, 0.076032, 0.036796, 0.076402
600000, 0.094996, 0.037373, 0.073054
600000, 0.082018, 0.031208, 0.069303
600000, 0.071714, 0.037467, 0.067487
650000, 0.077887, 0.030290, 0.077579
650000, 0.084955, 0.030136, 0.074160
650000, 0.081188, 0.030128, 0.071676
650000, 0.078816, 0.031191, 0.073667
650000, 0.075887, 0.031124, 0.082583
650000, 0.076801, 0.032834, 0.077035
650000, 0.076355, 0.029056, 0.072920
650000, 0.078000, 0.031676, 0.075956
650000, 0.074719, 0.031199, 0.076964
650000, 0.074655, 0.031022, 0.074756
700000, 0.081777, 0.029661, 0.080919
700000, 0.085949, 0.030901, 0.077008
700000, 0.085664, 0.037649, 0.083150
700000, 0.082579, 0.039028, 0.078800
700000, 0.082661, 0.030069, 0.084381
700000, 0.082172, 0.031668, 0.079596
700000, 0.082434, 0.029794, 0.079529
700000, 0.083351, 0.031394, 0.078482
700000, 0.086208, 0.033855, 0.080889
700000, 0.086879, 0.037706, 0.082656
750000, 0.089260, 0.028722, 0.090560
750000, 0.089424, 0.029212, 0.089144
750000, 0.094087, 0.036026, 0.089864
750000, 0.092128, 0.032875, 0.087583
750000, 0.092618, 0.031822, 0.085114
750000, 0.095733, 0.037311, 0.093439
750000, 0.097225, 0.033854, 0.087808
750000, 0.096270, 0.031615, 0.089588
750000, 0.092723, 0.041735, 0.086234
750000, 0.090533, 0.031505, 0.089031
800000, 0.097850, 0.030191, 0.095978
800000, 0.093717, 0.035277, 0.095016
800000, 0.099576, 0.035550, 0.097402
800000, 0.095525, 0.035083, 0.094943
800000, 0.095848, 0.036291, 0.094459
800000, 0.097367, 0.031871, 0.099317
800000, 0.096224, 0.033950, 0.095829
800000, 0.102802, 0.031443, 0.093642
800000, 0.100487, 0.032883, 0.096008
800000, 0.095254, 0.030470, 0.093206
850000, 0.102791, 0.029032, 0.100702
850000, 0.103615, 0.031322, 0.102387
850000, 0.103946, 0.031645, 0.099730
850000, 0.102783, 0.034981, 0.098821
850000, 0.101980, 0.031102, 0.098813
850000, 0.103202, 0.032696, 0.107906
850000, 0.103791, 0.036465, 0.097803
850000, 0.104255, 0.036720, 0.104177
850000, 0.102771, 0.034900, 0.098510
850000, 0.102188, 0.037051, 0.100153
900000, 0.107808, 0.036724, 0.107881
900000, 0.107969, 0.034827, 0.105828
900000, 0.109663, 0.035833, 0.104278
900000, 0.108016, 0.034330, 0.107196
900000, 0.106680, 0.037958, 0.105945
900000, 0.110756, 0.036045, 0.106567
900000, 0.108770, 0.036907, 0.107800
900000, 0.115310, 0.036033, 0.108152
900000, 0.110511, 0.035111, 0.107990
900000, 0.110125, 0.038544, 0.109771
950000, 0.115236, 0.037559, 0.111347
950000, 0.119757, 0.034393, 0.112223
950000, 0.117565, 0.039335, 0.114250
950000, 0.113747, 0.036385, 0.111243
950000, 0.117202, 0.038829, 0.113568
950000, 0.116624, 0.035251, 0.113837
950000, 0.113915, 0.034574, 0.112548
950000, 0.115024, 0.039929, 0.113874
950000, 0.113591, 0.035198, 0.113687
950000, 0.114453, 0.036351, 0.112943
